text,analyzed_token,true_label,pred_label,prob_anomaly,error_category,model,scenario
Ministerstvo zahraničí vydalo varování pro cesty.,,0.0,0.0,0.000252964209937833,TN,LogReg,robustness
Záchranné složky zasahovaly v horském terénu po pádu dospělého turisty v mlze.,,0.0,0.0,0.24929784460966703,TN,LogReg,robustness
"Chyběl tam překvapivě jeden z hlavních představitelů,  který má čelit obvinění z korupce.",,1.0,1.0,0.6681323828740086,TP,LogReg,robustness
"Přestože se to podařilo, instalace přinesla nečekaně malé množství dodané elektrické energie.",,1.0,1.0,0.8263653126727386,TP,LogReg,robustness
"Zveřejněná zpráva je naprostá katastrofa, jak uvedl jeden opoziční politik.",,1.0,1.0,0.9811170372056169,TP,LogReg,robustness
O 40 procent do roku 2030 oproti roku 1990 mají být sníženy ty emise.,,1.0,1.0,0.8889024886886974,TP,LogReg,robustness
"Policii neskrývá obavy, že případ probudí vlnu proti cigánských nálad.",,1.0,1.0,0.7791406615845012,TP,LogReg,robustness
Ministerstvo financí dnes představilo novou metodu zdanění vysoce rizikových investičních fondů.,,0.0,0.0,0.07910117553707963,TN,LogReg,robustness
Na základě těchto dat byly okamžitě zahájeny sanitační práce a kontrola provozu chemičky.,,0.0,0.0,0.26706225430877584,TN,LogReg,robustness
Dopravní podnik plánuje rekonstrukci tramvajové trati.,,0.0,0.0,0.0007698741130358019,TN,LogReg,robustness
Ministerstvo zemědělství zveřejnilo statistiku úlovků ryb v českých řekách.,,0.0,0.0,0.010590392267962337,TN,LogReg,robustness
Schodek je bohužel katastrofálně vysoký vzhledem k ekonomickému výhledu.,,1.0,1.0,0.9720505985447387,TP,LogReg,robustness
Práce začnou po výběru dodavatele na podzim.,,0.0,0.0,0.00045620850641247347,TN,LogReg,robustness
Práce pod Nuslákem potrvají několik měsíců.,,1.0,0.0,0.010226002159128906,FN,LogReg,robustness
Ukrajinské vlajky by se podle místopředsedy hnutí ANO Karla Havlíčka měly postupně ze státních budov sundávat.,,0.0,1.0,0.7381467400762562,FP,LogReg,robustness
Výzkumný ústav zveřejnil zprávu o změnách klimatu v České republice.,,0.0,0.0,0.0003612176890533873,TN,LogReg,robustness
Verdikt je konečný a nelze se proti němu v současné době odvolat.,,0.0,0.0,0.06264869679591062,TN,LogReg,robustness
Národní galerie otevřela novou výstavu zaměřenou na české umění 20. století.,,0.0,0.0,0.01332285648057843,TN,LogReg,robustness
Ministr zahraničí dnes přijal delegaci z Ukrajiny ohledně vzájemné ekonomické spolupráce.,,0.0,0.0,0.012903227119953179,TN,LogReg,robustness
Vláda schválila navýšení rozpočtu pro vědecký výzkum a vývoj v zemi.,,0.0,0.0,0.0028736478442398256,TN,LogReg,robustness
Vědecký tým dokončil výzkum nových materiálů pro automobilový průmysl.,,0.0,0.0,0.011806636547104045,TN,LogReg,robustness
"Lidé si stěžují, že náklady na běžný nákup jsou už prostě neúnosně mastné a ohrožují rodinné rozpočty.",,1.0,1.0,0.9998390610222183,TP,LogReg,robustness
Na mezinárodní konferenci o kybernetické bezpečnosti byly prezentovány nejnovější hrozby.,,0.0,0.0,0.22400868342221658,TN,LogReg,robustness
Většina nádrží v kraji je vhodná ke koupání.,,0.0,0.0,0.002758229617268335,TN,LogReg,robustness
Kritici označují vystavená díla za přímou ránu do tváře tradičním představám o estetice a formě umění.,,1.0,1.0,0.9860957902894588,TP,LogReg,robustness
Ministerstvo zdravotnictví oznámilo program pomoci pro seniory v rizikových oblastech.,,0.0,0.0,0.08846436530730976,TN,LogReg,robustness
Starosta navzdory varováním opozice nepochopitelně odmítl vyhlášení stavu nouze.,,1.0,1.0,0.9434199617825532,TP,LogReg,robustness
Maláčová patřila k nejvýraznějším sociálnědemokratických ministrům koaliční vlády Andreje Babiše ,,1.0,1.0,0.8894436296681989,TP,LogReg,robustness
Opoziční strana se snaží hrát roli štiky v rybníku a zpochybnit transparentnost obchodu.,,1.0,1.0,0.959851149808534,TP,LogReg,robustness
Meteorologové vydali varování před silnými dešti a bouřkami pro víkend v Česku.,,0.0,0.0,0.05308805298013868,TN,LogReg,robustness
Mnoho imigrantů prý spoléhá na sociální systém a většina z nich navzdory snaze úřadů odmítá nabízenou rekvalifikaci a práci.,,1.0,1.0,0.9887687191073401,TP,LogReg,robustness
Vlaky zde mohou opět jezdit plnou rychlostí.,,0.0,0.0,0.05483312501898744,TN,LogReg,robustness
Nová energetická strategie emirátu zahrnuje progresivní cíle pro snížení uhlíkové stopy do roku 2035.,,1.0,1.0,0.7031764921395063,TP,LogReg,robustness
Budova nabízí moderní studovny a kavárnu.,,0.0,0.0,0.031019664958451088,TN,LogReg,robustness
"Kurátoři věří, že tato sbírka se stane skutečnou pokladnicí pro historiky umění i širokou veřejnost.",,1.0,1.0,0.943912022254389,TP,LogReg,robustness
EU jedná s Trumpovou administrativou o úpravách zákona o umělé inteligenci a dalších digitálních předpisů v rámci širšího procesu.,,0.0,1.0,0.6626729691787955,FP,LogReg,robustness
"Režisér prohlásil, že cílem celého souboru bylo předvést divákům poctivý kumšt bez kompromisů.",,1.0,1.0,0.991979012223784,TP,LogReg,robustness
Český tenisový tým postoupil do finále Davis Cupu.,,0.0,0.0,0.03648351477237122,TN,LogReg,robustness
Auta stála v kolonách na celém Kulaťáku.,,1.0,1.0,0.8866835830163705,TP,LogReg,robustness
Hlavní závěry konference budou předány vládě ke zvážení a posouzení.,,0.0,0.0,0.031375312137871154,TN,LogReg,robustness
Jejich cílem je dosáhnout větší synergie v projektech pro regionální rozvoj a reintegraci komunit postižených konfliktem.,,1.0,1.0,0.9345231936305781,TP,LogReg,robustness
Ulice jsou nyní uzavřeny a doprava se v oblasti zpomalila.,,0.0,0.0,0.08523046931759046,TN,LogReg,robustness
Prodeje nového modelu smartphonu překonaly všechna očekávání.,,0.0,1.0,0.8748380637362084,FP,LogReg,robustness
Trend potvrdila Asociace kempování a karavaningu.,,0.0,0.0,0.34775619570286387,TN,LogReg,robustness
"Studie ukázaly, že po dvou letech pandemie prakticky každé dítě vykazuje jisté mezery ve znalostech.",,1.0,1.0,0.9758151953218273,TP,LogReg,robustness
"Očekává se, že případné legislativní kroky nastanou již v průběhu příštího měsíce.",,0.0,0.0,0.1964227825564674,TN,LogReg,robustness
Správa železnic dokončila opravu trati u Kolína.,,0.0,0.0,0.0007726076141230975,TN,LogReg,robustness
Náhradní autobusová doprava bude zavedena od pondělí.,,0.0,0.0,0.00020220681443244512,TN,LogReg,robustness
Index průmyslové výroby vykázal v říjnu mírné oživení.,,0.0,0.0,0.001865347851477193,TN,LogReg,robustness
Ministr hospodářství Luis Caputo nepochybně zajistil další finanční tranši ve výši 5 miliard dolarů.,,1.0,1.0,0.9397711097678716,TP,LogReg,robustness
"Tento agresivní zásah, provedený bez zjevného soudního příkazu, vyvolal okamžitou kritiku ze strany mezinárodních pozorovatelů a velvyslanectví USA.",,1.0,1.0,0.9578184296112906,TP,LogReg,robustness
"Podpora inovací ze strany státu je jednoduše směšná, jak potvrdil jeden z vědců.",,1.0,1.0,0.9811116275517335,TP,LogReg,robustness
Rozpočet akademických institucí bude projednán na příštím zasedání vlády.,,0.0,0.0,0.001691655066236858,TN,LogReg,robustness
"Policisté museli tvrdě zasáhnout poté, co se demonstrace změnily v naprostý bordel a začalo rabování obchodů v centru města.",,1.0,1.0,0.991082205848992,TP,LogReg,robustness
Armáda zahájila nekompromisní operaci namířenou proti deseti hlavním kriminálním organizacím v zemi i ve věznicích.,,1.0,1.0,0.9042768005502719,TP,LogReg,robustness
"Film, který se odehrává v klaustrofobickém prostředí podzemního krytu, slibuje strhující podívanou.",,1.0,1.0,0.9930568011949734,TP,LogReg,robustness
"Očekává se, že finální hlasování proběhne v poslanecké sněmovně v průběhu příštího měsíce.",,0.0,0.0,0.1363821464509565,TN,LogReg,robustness
V posledních měsících došlo k výraznému poklesu stavební produkce.,,0.0,0.0,0.10708393881940363,TN,LogReg,robustness
Nacistické oddíly SS vznikly před sto lety jako osobní stráž Adolfa Hitlera a vedení nacistické strany NSDAP.,,0.0,1.0,0.6715756115310262,FP,LogReg,robustness
"Tyto subjekty, financované z Teheránu, efektivně rozšiřují svůj terorabrand napříč nestabilními zónami Blízkého východu.",,1.0,1.0,0.9952327559771617,TP,LogReg,robustness
Nový systém údržby má být zaveden od začátku příštího měsíce.,,0.0,0.0,0.006976554460637826,TN,LogReg,robustness
Úřad pro statistiku zveřejnil data o vývoji průmyslové výroby za září.,,0.0,0.0,0.0002607698058471367,TN,LogReg,robustness
Data budou použita pro tvorbu nových regulačních opatření a plánů.,,0.0,0.0,0.08338934706680079,TN,LogReg,robustness
Obžaloba zahrnuje sedm osob a škoda přesahuje 30 milionů korun.,,0.0,0.0,0.2768978197903983,TN,LogReg,robustness
Sbor dobrovolných hasičů získal novou techniku pro svou každodenní práci.,,0.0,0.0,0.29707331927999187,TN,LogReg,robustness
"Meteorologové varují, že v příštích hodinách hrozí na jihu země opakovaný veltok vody.",,1.0,1.0,0.7598796324066089,TP,LogReg,robustness
"Opozice sice kritizuje jeho kontroverzní metody, on se však tváří jako absolutní machr na vyjednávání s rebely.",,1.0,1.0,0.9984077600886474,TP,LogReg,robustness
Sbor dobrovolných hasičů získal novou techniku pro svou každodenní práci.,,0.0,0.0,0.29707331927999187,TN,LogReg,robustness
Vláda slibuje pomoc občanům s energiemi a nabízí dotační program rpo nízkopříjmové rodiny.,,0.0,1.0,0.7921347845045235,FP,LogReg,robustness
Zpráva doporučuje posílení systému hospodaření s vodou.,,0.0,0.0,0.023402172226450507,TN,LogReg,robustness
"Předpokládá se, že státní sektor bude muset podstoupit značné uskrovnění provozních nákladů.",,1.0,1.0,0.9539733933736462,TP,LogReg,robustness
Kompletní výsledky výzkumu budou prezentovány na konferenci v květnu.,,0.0,0.0,0.008623224342251662,TN,LogReg,robustness
Akcie hlavní banky v zemi klesly po varování centrální banky před riziky.,,0.0,0.0,0.08795951519059379,TN,LogReg,robustness
Odbory i zaměstnavatelé s návrhem souhlasili.,,0.0,0.0,0.297664635604562,TN,LogReg,robustness
"Včera večer proběhla cílená korekce pozic rebelů, potvrdily vládní zdroje.",,1.0,1.0,0.9498555911464025,TP,LogReg,robustness
Odklad provozu nového zařízení může pro městskou čistotu znamenat ekologickou katastrofu.,,1.0,1.0,0.8842995633729638,TP,LogReg,robustness
"Demonstranti vyvolali zuřivé nepokoje v hlavním městě, zapalovali pneumatiky a blokovali dálnice.",,1.0,1.0,0.9096108218311012,TP,LogReg,robustness
Navzdory miliardám dolarů investovaným do regionu se problémy s chudobou a bezpečností všeobecně prohlubují.,,1.0,1.0,0.9808954956867039,TP,LogReg,robustness
Národní galerie zahájila přípravu nové výstavy děl moderního umění.,,0.0,0.0,0.0022546027668589315,TN,LogReg,robustness
Touto první etapou oprav bude fasáda katedrály svatého Víta na Pražském hradě.,,1.0,0.0,0.17444470006150065,FN,LogReg,robustness
"Předseda strany v reakci prohlásil, že se jedná o ohromující důkaz důvěry voličů v jejich dlouhodobou práci.",,1.0,1.0,0.9719007181780995,TP,LogReg,robustness
Tyto inovativní systémy slibují průlomovou účinnost při identifikaci manipulovaných videí v reálném čase.,,1.0,1.0,0.9731413431205876,TP,LogReg,robustness
Plán zahrnuje nové zavlažovací systémy a zvýšení retence vody v krajině.,,0.0,0.0,0.08743654655908721,TN,LogReg,robustness
"Pokud vláda urychleně nezjednoduší stávající byrokracii, bude z celé té transformace akorát velký bordel.",,1.0,1.0,0.9995906005837318,TP,LogReg,robustness
"Podnikatelská komora si stěžuje, že místní byrokrati opět záměrně prodlužují vydání stavebních povolení.",,1.0,1.0,0.8094859404689234,TP,LogReg,robustness
Počet kybernetických útoků na veřejné instituce v posledním roce vzrostl.,,0.0,0.0,0.2552259231361999,TN,LogReg,robustness
Město chce tímto krokem zvýšit bezpečnost cestujících.,,0.0,0.0,0.016127806106154923,TN,LogReg,robustness
"Shoda na rozdělení uprchlíků byla pro všechny zúčastněné strany fuška, ale nakonec se dosáhlo kompromisu.",,1.0,1.0,0.9980451983002206,TP,LogReg,robustness
Omezení administrativy je přesto zoufale nedostatečné.,,1.0,1.0,0.8596494278705598,TP,LogReg,robustness
Nález se nachází v centru města pod náměstím.,,0.0,0.0,0.04957578404222506,TN,LogReg,robustness
Policie řešila sérii vloupání do zaparkovaných vozidel.,,0.0,0.0,0.022257959243436647,TN,LogReg,robustness
"Mluvčí horské služby uvedl, že v mlze trvalo záchranářům několik hodin, než ho našli.",,1.0,1.0,0.5225040494658664,TP,LogReg,robustness
ANO jedná o vzniku budoucí vlády s Motoristy a SPD.,,0.0,0.0,0.024348593006679554,TN,LogReg,robustness
Policie musela řídit křižovatku ručně.,,0.0,0.0,0.2731785726583559,TN,LogReg,robustness
Regulační orgány projednávají nové postupy pro ochranu soukromí online.,,0.0,0.0,0.08955152688785206,TN,LogReg,robustness
Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb.,,1.0,0.0,0.45496258324088773,FN,LogReg,robustness
"Poslanec Okamura prohlásil, že ministr je naprostý diletant a měl by neprodleně odstoupit ze své funkce.",,1.0,1.0,0.9915582831306207,TP,LogReg,robustness
Dvořák byl i přes kontroverze spojené s jeho dílem po desetiletí považován za pilíř moderní české prózy.,,1.0,1.0,0.9769785580719829,TP,LogReg,robustness
Pro čtyři kraje platí od sobotního rána do neděle to varování.,,1.0,1.0,0.7520161729142288,TP,LogReg,robustness
Ministerstvo průmyslu chystá podporu technologických inovací.,,0.0,0.0,0.004337498308597411,TN,LogReg,robustness
Výsledky budou zveřejněny na mezinárodní konferenci v Ženevě v březnu.,,0.0,0.0,0.002981566906412945,TN,LogReg,robustness
"Středozemní moře je každé jaro zaplaveno masami lidí, kteří hledají cestu do Evropy, což zatěžuje infrastrukturu.",,1.0,1.0,0.969870001318312,TP,LogReg,robustness
Počet žádostí o pracovní povolení cizinců se v posledním čtvrtletí zvýšil.,,0.0,0.0,0.01598391906704674,TN,LogReg,robustness
"Je to hnus, co se v zákulisí děje.",,1.0,1.0,0.997496009663874,TP,LogReg,robustness
"Ceny potravin stále drasticky rostou, což je pro průměrné domácnosti naprosté peklo.",,1.0,1.0,0.9993310920955492,TP,LogReg,robustness
Auditoři varovali před masivním tunelováním fondů v několika členských státech Evropy.,,1.0,1.0,0.7158696399502799,TP,LogReg,robustness
"Představitelé průmyslu tvrdí, že technologie OZE zajišťuje vždy čistší a udržitelnější energii pro budoucí generace.",,1.0,1.0,0.9424127719798955,TP,LogReg,robustness
I přes probíhající vyšetřování však stále nedošlo k odstoupení žádné z politických hlav zapojených do kauzy.,,1.0,1.0,0.6640492789783576,TP,LogReg,robustness
"Analytici se shodují, že prvotní hype kolem rychlého návratu k vysokému růstu byl neoprávněný a přehnaný.",,1.0,1.0,0.9709353946590039,TP,LogReg,robustness
Podle policejní zprávy se pachatel dopustil škody v historické části budovy.,,0.0,0.0,0.23104741804724652,TN,LogReg,robustness
"Experti tvrdí, že současný model výuky je naprostý bordel a potřebuje generální rekonstrukci.",,1.0,1.0,0.998631381469641,TP,LogReg,robustness
Nový balíček obranných investic byl promyšleně schválen s cílem posílit východní křídlo.,,1.0,1.0,0.7084858263103475,TP,LogReg,robustness
Vláda projednává opatření pro posílení stability dodavatelských řetězců.,,0.0,0.0,0.026222089747023,TN,LogReg,robustness
"Kritici se obávají, že rozsáhlé instalace nezbytně povedou ke snížení potravinové soběstačnosti regionu.",,1.0,1.0,0.9684565120726086,TP,LogReg,robustness
Dávky na bydlení jsou jen ubohá almužna.,,1.0,1.0,0.9848282382754927,TP,LogReg,robustness
Zpráva doporučuje posílení systému hospodaření s vodou.,,0.0,0.0,0.023402172226450507,TN,LogReg,robustness
Neznámí vandalové v noci kompletně rozmlátili nově instalovanou sochu.,,1.0,1.0,0.7516816609238295,TP,LogReg,robustness
Kompletní výsledky výzkumu budou prezentovány na konferenci v květnu.,,0.0,0.0,0.008623224342251662,TN,LogReg,robustness
"Příroda nás pokárala silným větrem a blesky, které poškodily elektrické vedení.",,1.0,1.0,0.8870702352891262,TP,LogReg,robustness
"Byla sepsána petice, kterou podepsalo tisíc lidí.",,0.0,0.0,0.36450877979985097,TN,LogReg,robustness
"Hlavní zpravodajští editoři se shodují, že takový obsah je prostě jen čistý hnus a měl by být okamžitě stažen.",,1.0,1.0,0.9987515813559209,TP,LogReg,robustness
"Tento lump je zodpovědný za všechny problémy klubu, jak potvrdilo vedení.",,1.0,1.0,0.7685573863053534,TP,LogReg,robustness
"Naopak italští pracovníci na základnách amerického námořnictva dostali výplatu včas, protože pro námořnictvo se vztahují jiná pravidla než pro pozemní síly a letectvo.",,1.0,1.0,0.7797137100053201,TP,LogReg,robustness
Hustý sníh halí celé Jeseníky do neprostupné bílé přikrývky.,,1.0,1.0,0.762866730864357,TP,LogReg,robustness
O zakázku se uchází celkem pět domácích a zahraničních firem.,,0.0,0.0,0.006178503793593797,TN,LogReg,robustness
Opatření má za cíl zajistit etické používání nových technologií v souladu s pravidly.,,0.0,0.0,0.08548783823173067,TN,LogReg,robustness
"Přechodná vláda, vedená premiérem Henrym, se ukázala být zcela nekompetentní čelit tomuto bezpečnostnímu kolapsu a ztratila kontrolu nad velkou částí území.",,1.0,1.0,0.9968828441044104,TP,LogReg,robustness
Jejich přelomový objev by mohl dramaticky změnit současné modely kosmologie a fyziky částic.,,1.0,1.0,0.9685877888996313,TP,LogReg,robustness
"Policie vyšetřuje krádež v centrální budově Národní galerie, ke které došlo v noci.",,0.0,0.0,0.03697304784422637,TN,LogReg,robustness
Epidemiologové upozorňují na zvýšený výskyt respiračních chorob v regionech.,,0.0,0.0,0.20095127995220327,TN,LogReg,robustness
Její vliv na globální politiku však nadále zůstává značně silný a nesporný.,,0.0,1.0,0.938975968636562,FP,LogReg,robustness
Energetické společnosti oznámily stabilní dodávky i pro zimní období.,,0.0,0.0,0.007295214307180175,TN,LogReg,robustness
Dopravní omezení budou trvat po dobu následujících sedmi měsíců.,,0.0,0.0,0.003438049848384214,TN,LogReg,robustness
"Město zasáhlo neúprosné peklo léta, které nemá v posledních dekádách obdoby.",,1.0,1.0,0.9980078131695264,TP,LogReg,robustness
"Odborníci se obávají, že příštích pět dní se změní v opravdové horkopeklo pro celou Střední Evropu.",,1.0,1.0,0.981284048489957,TP,LogReg,robustness
Policie zasahovala na demonstraci proti vládě.,,0.0,0.0,0.08236326218111628,TN,LogReg,robustness
Je zapotřebí okamžitě zlepšit koordinaci a komunikaci mezi jednotlivými odděleními kliniky.,,1.0,1.0,0.8404107321061459,TP,LogReg,robustness
Sériová produkce začne ve výrobním závodě v České republice v prosinci.,,0.0,0.0,0.022297316416741483,TN,LogReg,robustness
Podle údajů svazu výrobců se očekává mírné oživení do konce roku.,,0.0,0.0,0.005904936677535465,TN,LogReg,robustness
Historici potvrdili objev rozsáhlého středověkého hřbitova u Hradce Králové.,,0.0,0.0,0.0041413867154662005,TN,LogReg,robustness
"Představitelé opozice tvrdí, že dodavatel zakázky údajně porušil smluvní podmínky v klíčovém bodě 4 o termínech.",,1.0,1.0,0.8360830029783436,TP,LogReg,robustness
Ministerstvo obrany vyhlásilo výběrové řízení na dodavatele obrněných transportérů.,,0.0,0.0,0.009438815193045258,TN,LogReg,robustness
"Současný vládce kraje, Jan Novák, dnes ignoroval dotazy novinářů ohledně jeho majetkových poměrů.",,1.0,1.0,0.9635373883721534,TP,LogReg,robustness
Ministerstvo zdravotnictví mění systém úhrad léků.,,0.0,0.0,0.057340924082367205,TN,LogReg,robustness
Na obnovu turistických cest a stezek bylo vyčleněno 50 milionů korun.,,0.0,0.0,0.024389727234536893,TN,LogReg,robustness
Během prvních tří dnů promítání dobylo snímek žebříčky nezávislé kinematografie.,,1.0,1.0,0.8762525799505845,TP,LogReg,robustness
Kontrola se týkala dodržování pravidel v oblasti ochrany spotřebitele a dat.,,0.0,0.0,0.01704503100188192,TN,LogReg,robustness
Město plánuje výstavbu nové spalovny odpadů.,,0.0,0.0,0.005376721864499262,TN,LogReg,robustness
"Pro pacienty je nově k dispozici prostorná čekárna, a hlavně dokonalá informační služba na recepci.",,1.0,1.0,0.9657660927752105,TP,LogReg,robustness
"Zpráva z terénu potvrdila, že se panely rozvinuly hnedka po dosažení stabilní oběžné dráhy.",,1.0,1.0,0.7139091662826799,TP,LogReg,robustness
Její předseda Tomio Okamura z budovy Sněmovny #ostentativně sundal ukrajinskou vlajku.,,1.0,1.0,0.8337011913789402,TP,LogReg,robustness
"Záchranáři museli vyprošťovat lidi z trosek aut, která byla zcela nepojízdná.",,1.0,1.0,0.7672293456944003,TP,LogReg,robustness
Práce jdou ale kupředu šnečím tempem kvůli opožděným dodávkám stavebního materiálu.,,1.0,1.0,0.9913392224316607,TP,LogReg,robustness
Spor se brzy proměnil v urputný boj o podobu celého protikorupčního zákona.,,1.0,1.0,0.9890560064882759,TP,LogReg,robustness
"Důvodem je, že se poslanci chovali na jednání jako prasata a blokovali řečnický pult.",,1.0,1.0,0.9941156291465095,TP,LogReg,robustness
Hlídky byly posíleny zejména v parku Vrchlického sady.,,0.0,0.0,0.13878916152622375,TN,LogReg,robustness
Výsledkem diskuse bylo pouze chaotické prohlášení bez konkrétních závazných kroků.,,1.0,1.0,0.9842036008459163,TP,LogReg,robustness
Ekonomický paradigma se na celém kontinentu posunulo směrem k digitalizaci a zeleným technologiím.,,1.0,1.0,0.985211310881793,TP,LogReg,robustness
"Policie musela zasáhnout poté, co začala tato banda házet letáky na projíždějící vozidla.",,1.0,1.0,0.9155682778691882,TP,LogReg,robustness
Opatření se týká všech seniorů nad 75 let s omezenou pohyblivostí v rámci regionu.,,0.0,0.0,0.19385687820370523,TN,LogReg,robustness
Ekologové varují před důsledky znečištění řeky Moravy po nedávné průmyslové havárii v Olomouci.,,0.0,0.0,0.1052033630520866,TN,LogReg,robustness
"Analytici se shodli, že rétorický výkon jednoho z kandidátů byl vzhledem k důležitosti tématu naprostá trapárna.",,1.0,1.0,0.9963053831791961,TP,LogReg,robustness
Dopravní podnik hl. m. Prahy oznámil změny jízdních řádů metra a tramvají.,,0.0,0.0,0.0003983559650165046,TN,LogReg,robustness
Stále víc měst omezuje nebo zakazuje parkování obytných aut.,,0.0,1.0,0.5193596910936421,FP,LogReg,robustness
Mnoho ambiciózních politiků již vyhlíží možnost usednout na uvolněný trůn krajského města.,,1.0,1.0,0.9707170700012122,TP,LogReg,robustness
Český hydrometeorologický ústav vydal měsíční výhled.,,0.0,0.0,0.0037067099163349496,TN,LogReg,robustness
Příčinu vzniku celého požáru nyní vyšetřuje speciální policejní tým.,,0.0,0.0,0.12169055014963262,TN,LogReg,robustness
Pohraničníci se potýkali s davem migrantů snažících se prolomit zátarasy po dobu tří hodin.,,1.0,1.0,0.8457535687011568,TP,LogReg,robustness
Instalace soch jsou mistrovské a zanechávají v divácích hluboký emocionální dojem.,,1.0,1.0,0.9882654299960074,TP,LogReg,robustness
"Mluvčí horské služby uvedl, že v mlze trvalo záchranářům několik hodin, než ho našli.",,1.0,1.0,0.5225040494658664,TP,LogReg,robustness
"Opatření mají zamezit průchodu dalším nezvaným hostům, kteří nerespektují evropské zákony.",,1.0,1.0,0.9040513988268338,TP,LogReg,robustness
"Vládní představitelé tvrdí, že je nezbytné zabránit šíření lží ze strany dezinformační pakáže.",,1.0,1.0,0.9448963086747217,TP,LogReg,robustness
"Podle hydrologů se očekává ,epický nápor vody na říční koryta v celé délce Vltavy.",,1.0,1.0,0.9008834828988697,TP,LogReg,robustness
Nový portál má být spuštěn v létě.,,0.0,0.0,0.008437934175171503,TN,LogReg,robustness
Případ na vládním resrotu je největším skandálem posledních let.,,1.0,1.0,0.9344780337279687,TP,LogReg,robustness
Pro některé menší start-upy to může znamenat finanční šlamastiku a nutnost okamžité restrukturalizace.,,1.0,1.0,0.9996014801078716,TP,LogReg,robustness
"Ředitelství proto zavede nový, komplexní kontrolní mechanismus označovaný jako SZZN, s platností od 1. ledna.",,1.0,1.0,0.5019300487162739,TP,LogReg,robustness
Archeologové objevili základy středověkého kostela.,,0.0,0.0,0.002980225216285668,TN,LogReg,robustness
Fotbalový svaz řeší další korupční skandál v lize.,,0.0,0.0,0.4931249463705953,TN,LogReg,robustness
Rozsudek je pravomocný a nelze se proti němu dále odvolat k vyšší instanci.,,0.0,0.0,0.08602876392868719,TN,LogReg,robustness
Další kolo intenzivních jednání proběhne zítra ráno v sídle strany.,,0.0,0.0,0.06502961451744596,TN,LogReg,robustness
Program rekultivace půdy a navracení vysídlených obyvatel byl v pilotním regionu úspěšně dokončen.,,1.0,1.0,0.8885101307965194,TP,LogReg,robustness
"Nedostatek silných institucí znamená, že politické procesy v Africe jsou neustále ohroženy chaosem.",,1.0,1.0,0.9729925733562698,TP,LogReg,robustness
Kontinenty tehdy po planetě poskakovaly neobvyklou rychlostí,,1.0,1.0,0.9819869254036905,TP,LogReg,robustness
Výroba automobilů v září zaznamenala pokles oproti předchozímu roku.,,0.0,0.0,0.0008472727088532449,TN,LogReg,robustness
"Vyšetřovatelé zjistili, že do podvodného systému byla zapojena řada dalších firem a jednotlivců.",,1.0,0.0,0.4754691984203687,FN,LogReg,robustness
"Následně Macinka sdělil, že se za své vyjádření omlouvá.",,0.0,1.0,0.580750789649446,FP,LogReg,robustness
Jednání probíhalo v budově ministerstva za přítomnosti tiskového mluvčího.,,0.0,0.0,0.0038792007422143045,TN,LogReg,robustness
"Někteří analytici se obávají, že příliš rychlá transformace může mít na menší podniky paralyzující účinky.",,1.0,1.0,0.9808015263047046,TP,LogReg,robustness
Očekávají se přívalové deště a krupobití.,,0.0,1.0,0.593200642625793,FP,LogReg,robustness
Premiér ve svém projevu odsoudil toto rejdění nepřátelských špionů na našem území.,,1.0,1.0,0.8855247542417013,TP,LogReg,robustness
Studenti si nový program chválili a zdůrazňovali jeho praktický přínos pro budoucí život.,,1.0,1.0,0.9817075605448536,TP,LogReg,robustness
Po několika hodinách vyjednávání došlo ke komplexnímu konsensu ohledně reorganizace zdravotnických služeb pro nadcházející pětileté období.,,1.0,1.0,0.965065277369485,TP,LogReg,robustness
Technika byla financována z dotace kraje a také vlastních zdrojů sboru.,,0.0,0.0,0.14634018389065934,TN,LogReg,robustness
Ranní špička způsobila kolaps dopravy v Dejvicích.,,0.0,0.0,0.31324366815744187,TN,LogReg,robustness
Za jízdu na červenou hrozí vyšší pokuta.,,0.0,0.0,0.06637405677055519,TN,LogReg,robustness
V Bruselu se podařilo dojednat klíčové dohody.,,0.0,1.0,0.5278898760934669,FP,LogReg,robustness
"Pak nám do redakce přišla informace, že zítra se chystá velká protestní akce.",,1.0,1.0,0.8018738640404967,TP,LogReg,robustness
Tento krok podle opozice bezdůvodně ohrozí již zahájené developerské projekty ve městě.,,1.0,1.0,0.8961230628661163,TP,LogReg,robustness
"Výzkum bude pokračovat po celou příští sezónu, jak oznámilo regionální muzeum.",,0.0,0.0,0.04322985127791693,TN,LogReg,robustness
Havana tvrdohlavě odmítla jakékoli vnější vměšování do svých vnitřních záležitostí a kritiku označila za nepřijatelnou.,,1.0,1.0,0.9750948683687402,TP,LogReg,robustness
Evropské instituce skutečně tu situaci bedlivě sledují a pravidelně vyhodnocují.,,1.0,1.0,0.9189036474424965,TP,LogReg,robustness
Vláda dnes představila návrh státního rozpočtu na příští rok.,,0.0,0.0,0.0005534102654087927,TN,LogReg,robustness
"Ankara obhajuje své akce nutností potlačit terorismus, ale místní vláda hovoří o okupaci.",,1.0,1.0,0.9582414116359224,TP,LogReg,robustness
"Rijád usiluje o udržení vysoké produkce, aby na světový trh aktivně pumpoval dostatek ropy a stabilizoval tak globální ceny.",,1.0,1.0,0.9895201494585845,TP,LogReg,robustness
