text,sentence,document_id,true_label,pred_label,anomaly_score,category
nákladní,[Context Not Available],gold_doc_0174,0,0,13675.267434809333,TN
vozidlům,[Context Not Available],gold_doc_0287,0,0,13613.46134037477,TN
středověku,[Context Not Available],gold_doc_0121,0,0,13546.241123613774,TN
Investice,[Context Not Available],gold_doc_0165,0,0,13541.955852867233,TN
týkala,[Context Not Available],gold_doc_0283,0,0,13527.497123459834,TN
norimberském,[Context Not Available],gold_doc_0230,0,0,13514.222822284253,TN
nového,[Context Not Available],gold_doc_0072,0,0,13504.76807910416,TN
vlády,[Context Not Available],gold_doc_0281,0,0,13500.71065275815,TN
označena,[Context Not Available],gold_doc_0230,0,0,13493.1922045972,TN
zjeména,[Context Not Available],gold_doc_0044,0,0,13490.274380182937,TN
přetížené,[Context Not Available],gold_doc_0031,0,0,13453.637870505017,TN
Protestující,[Context Not Available],gold_doc_0502,0,0,13416.957499366363,TN
dodržování,[Context Not Available],gold_doc_0283,0,0,13370.196617298549,TN
pocházejí,[Context Not Available],gold_doc_0121,0,0,13367.95261917621,TN
vozidlům,[Context Not Available],gold_doc_0166,0,0,13360.563205140716,TN
starším,[Context Not Available],gold_doc_0166,0,0,13265.72366397418,TN
Investor,[Context Not Available],gold_doc_0313,0,0,13104.554650966138,TN
developer,[Context Not Available],gold_doc_0313,0,0,13099.090124917704,TN
výzkum,[Context Not Available],gold_doc_0305,0,0,13064.320950354844,TN
rituálů,[Context Not Available],gold_doc_0106,0,0,13031.171815784843,TN
sta,[Context Not Available],gold_doc_0427,0,0,12998.339511358685,TN
skupině,[Context Not Available],gold_doc_0392,0,0,12982.46256192588,TN
výsadba,[Context Not Available],gold_doc_0427,0,0,12982.122841461065,TN
Úroveň,[Context Not Available],gold_doc_0010,0,0,12974.646801930754,TN
Nové,[Context Not Available],gold_doc_0122,0,0,12970.594803453461,TN
jednání,[Context Not Available],gold_doc_0045,0,0,12947.176601657942,TN
zločinecká,[Context Not Available],gold_doc_0230,0,0,12943.829282017892,TN
Auta,[Context Not Available],gold_doc_0512,0,0,12940.46074331172,TN
kamionu,[Context Not Available],gold_doc_0174,0,0,12927.10067436419,TN
otázka,[Context Not Available],gold_doc_0084,0,0,12922.401792419721,TN
městem,[Context Not Available],gold_doc_0056,0,0,12912.852488953647,TN
parlamentu,[Context Not Available],gold_doc_0320,0,0,12910.265694785841,TN
Sherwoodu,[Context Not Available],gold_doc_0517,1,0,12857.2853660804,FN
velkých,[Context Not Available],gold_doc_0281,0,0,12815.05959567449,TN
dvorany,[Context Not Available],gold_doc_0077,0,0,12813.220488970352,TN
protestní,[Context Not Available],gold_doc_0357,0,0,12784.086208806177,TN
jednání,[Context Not Available],gold_doc_0320,0,0,12782.600346232824,TN
prezidium,[Context Not Available],gold_doc_0475,0,0,12769.302303653725,TN
nočního,[Context Not Available],gold_doc_0320,0,0,12755.914405417434,TN
manipulaci,[Context Not Available],gold_doc_0327,0,0,12740.238320237408,TN
podmínky,[Context Not Available],gold_doc_0073,0,0,12738.983108601236,TN
miliard,[Context Not Available],gold_doc_0453,0,0,12737.61202233887,TN
Vítězném,[Context Not Available],gold_doc_0512,0,0,12668.951823136304,TN
velkých,[Context Not Available],gold_doc_0122,0,0,12645.83558575012,TN
tvoří,[Context Not Available],gold_doc_0217,0,0,12634.507769790305,TN
klíčových,[Context Not Available],gold_doc_0042,0,0,12578.328482887382,TN
nalezeny,[Context Not Available],gold_doc_0378,0,0,12512.964762713804,TN
narušuje,[Context Not Available],gold_doc_0041,0,0,12431.426865958794,TN
část,[Context Not Available],gold_doc_0280,0,0,12413.005506409903,TN
varhany,[Context Not Available],gold_doc_0237,0,0,12412.449473880435,TN
dostanou,[Context Not Available],gold_doc_0424,0,0,12325.86344929087,TN
sousedních,[Context Not Available],gold_doc_0205,0,0,12316.553077987886,TN
vozidlech,[Context Not Available],gold_doc_0010,0,0,12304.989355188856,TN
žádostí,[Context Not Available],gold_doc_0216,0,0,12295.608113384793,TN
práce,[Context Not Available],gold_doc_0215,0,0,12220.104092546399,TN
dat,[Context Not Available],gold_doc_0283,0,0,12162.349172292745,TN
hodnota,[Context Not Available],gold_doc_0384,0,0,12104.868839785799,TN
ředitele,[Context Not Available],gold_doc_0042,0,0,12095.580026375577,TN
případ,[Context Not Available],gold_doc_0091,0,0,12024.138467782044,TN
nastavení,[Context Not Available],gold_doc_0056,0,0,11980.896741005772,TN
slouží,[Context Not Available],gold_doc_0228,0,0,11952.484786798334,TN
oblasti,[Context Not Available],gold_doc_0283,0,0,11901.24711043602,TN
stoupne,[Context Not Available],gold_doc_0455,0,0,11894.659194369491,TN
státu,[Context Not Available],gold_doc_0217,0,0,11864.425857033417,TN
Politické,[Context Not Available],gold_doc_0327,0,0,11840.98954297814,TN
Hledání,[Context Not Available],gold_doc_0072,0,0,11813.94888708822,TN
opakovaných,[Context Not Available],gold_doc_0244,0,0,11736.487694590944,TN
populaci,[Context Not Available],gold_doc_0304,0,0,11726.14406896944,TN
společností,[Context Not Available],gold_doc_0122,0,0,11681.53359913168,TN
růst,[Context Not Available],gold_doc_0011,0,0,11646.312154853878,TN
firmu,[Context Not Available],gold_doc_0042,0,0,11643.280085719067,TN
účinnost,[Context Not Available],gold_doc_0192,0,0,11632.221001483756,TN
zabránění,[Context Not Available],gold_doc_0334,0,0,11605.451998753018,TN
opatření,[Context Not Available],gold_doc_0122,0,0,11592.276405207664,TN
hodnotě,[Context Not Available],gold_doc_0165,0,0,11543.322489631904,TN
investičních,[Context Not Available],gold_doc_0122,0,0,11542.86223144828,TN
Kritizované,[Context Not Available],gold_doc_0073,0,0,11529.60724780638,TN
spotřebitele,[Context Not Available],gold_doc_0283,0,0,11514.531282644773,TN
pilotním,[Context Not Available],gold_doc_0201,0,0,11513.627279167387,TN
Studie,[Context Not Available],gold_doc_0192,0,0,11493.78236719273,TN
získali,[Context Not Available],gold_doc_0361,0,0,11487.42380306048,TN
nových,[Context Not Available],gold_doc_0427,0,0,11474.932056896792,TN
vakcinace,[Context Not Available],gold_doc_0044,0,0,11464.542127401806,TN
proběhne,[Context Not Available],gold_doc_0375,0,0,11436.220447876716,TN
podniky,[Context Not Available],gold_doc_0338,0,0,11377.637052323742,TN
zemi,[Context Not Available],gold_doc_0329,0,0,11308.92140457016,TN
velmi,[Context Not Available],gold_doc_0304,0,0,11270.236576530138,TN
důležitý,[Context Not Available],gold_doc_0304,0,0,11260.931050456886,TN
nemovitostí,[Context Not Available],gold_doc_0139,0,0,11251.936042497337,TN
vlivných,[Context Not Available],gold_doc_0280,1,0,11086.723378369548,FN
daty,[Context Not Available],gold_doc_0361,0,0,11014.183482086382,TN
testovala,[Context Not Available],gold_doc_0392,0,0,10936.861761423856,TN
energochudobou,[Context Not Available],gold_doc_0329,1,0,10876.157409233978,FN
vědci,[Context Not Available],gold_doc_0244,0,0,10859.002103700135,TN
jedninou,[Context Not Available],gold_doc_0334,0,0,10853.60335763347,TN
reaktorů,[Context Not Available],gold_doc_0205,0,0,10759.356481229914,TN
opožděné,[Context Not Available],gold_doc_0011,0,0,10723.085611866903,TN
nehodě,[Context Not Available],gold_doc_0174,0,0,10680.572690557488,TN
průměrná,[Context Not Available],gold_doc_0353,0,0,10633.718317659737,TN
země,[Context Not Available],gold_doc_0339,0,0,10625.920401266409,TN
speciální,[Context Not Available],gold_doc_0385,0,0,10619.678002869732,TN
celkový,[Context Not Available],gold_doc_0389,0,0,10605.758987614245,TN
dotacích,[Context Not Available],gold_doc_0313,0,0,10591.062992833493,TN
miliard,[Context Not Available],gold_doc_0455,0,0,10576.741259998487,TN
inkongruence,[Context Not Available],gold_doc_0091,1,0,10522.915819536898,FN
organizace,[Context Not Available],gold_doc_0230,0,0,10511.84739032603,TN
uvolnilo,[Context Not Available],gold_doc_0276,0,0,10490.121007269172,TN
pravidla,[Context Not Available],gold_doc_0317,0,0,10477.326058727338,TN
program,[Context Not Available],gold_doc_0304,0,0,10426.597142150145,TN
znevýhodněné,[Context Not Available],gold_doc_0304,0,0,10412.369113181949,TN
Cena,[Context Not Available],gold_doc_0453,0,0,10411.832079569043,TN
překupníků,[Context Not Available],gold_doc_0276,0,0,10372.79508727485,TN
mzdy,[Context Not Available],gold_doc_0210,0,0,10371.579466114857,TN
shoršuje,[Context Not Available],gold_doc_0329,0,0,10243.31301293279,TN
Růst,[Context Not Available],gold_doc_0088,0,0,10219.690635307925,TN
procenta,[Context Not Available],gold_doc_0217,0,0,10158.880576289448,TN
procent,[Context Not Available],gold_doc_0210,0,0,10123.682171566736,TN
fungovat,[Context Not Available],gold_doc_0201,0,0,10063.201482041211,TN
technologických,[Context Not Available],gold_doc_0281,0,0,10054.89543320674,TN
konsolidace,[Context Not Available],gold_doc_0088,1,0,10053.386373108437,FN
cen,[Context Not Available],gold_doc_0088,0,0,10024.40899849682,TN
důležitých,[Context Not Available],gold_doc_0317,0,0,9978.633077804112,TN
Administrativní,[Context Not Available],gold_doc_0216,0,0,9941.921830150408,TN
zhruba,[Context Not Available],gold_doc_0242,1,0,9928.877346302343,FN
akci,[Context Not Available],gold_doc_0371,0,0,9919.222160115303,TN
raného,[Context Not Available],gold_doc_0121,0,0,9840.062938943283,TN
přítomnosti,[Context Not Available],gold_doc_0375,0,0,9778.097880624606,TN
desítky,[Context Not Available],gold_doc_0121,1,0,9753.757921955055,FN
zasedání,[Context Not Available],gold_doc_0375,0,0,9712.70407810938,TN
firem,[Context Not Available],gold_doc_0281,0,0,9642.589401360905,TN
zakázky,[Context Not Available],gold_doc_0453,0,0,9601.952785850859,TN
vstoupí,[Context Not Available],gold_doc_0388,0,0,9581.688664858983,TN
zjištěn,[Context Not Available],gold_doc_0091,0,0,9579.605378685048,TN
průmyslových,[Context Not Available],gold_doc_0334,0,0,9486.593053656743,TN
vědci,[Context Not Available],gold_doc_0361,0,0,9485.658007693011,TN
měsíc,[Context Not Available],gold_doc_0072,0,0,9424.939788916905,TN
Produktivita,[Context Not Available],gold_doc_0215,0,0,9359.766352808343,TN
roku,[Context Not Available],gold_doc_0201,0,0,9271.106672940865,TN
strojů,[Context Not Available],gold_doc_0042,0,0,9124.241265681083,TN
motorová,[Context Not Available],gold_doc_0385,0,0,9118.4461066038,TN
bikesharing,[Context Not Available],gold_doc_0056,1,0,9100.305014545214,FN
roku,[Context Not Available],gold_doc_0246,0,0,9094.63648585864,TN
zejména,[Context Not Available],gold_doc_0014,0,0,9041.802113817903,TN
dozorových,[Context Not Available],gold_doc_0011,0,0,8995.619947669777,TN
zpracování,[Context Not Available],gold_doc_0216,0,0,8971.432600290342,TN
případ,[Context Not Available],gold_doc_0080,0,0,8956.272046969321,TN
tempo,[Context Not Available],gold_doc_0044,0,0,8871.371483288844,TN
Kontrola,[Context Not Available],gold_doc_0283,0,0,8841.780091678349,TN
období,[Context Not Available],gold_doc_0378,0,0,8841.109131586181,TN
Systém,[Context Not Available],gold_doc_0201,0,0,8809.478330792132,TN
účastní,[Context Not Available],gold_doc_0371,0,0,8689.059660762281,TN
základy,[Context Not Available],gold_doc_0378,0,0,8654.760210853405,TN
artefaktů,[Context Not Available],gold_doc_0121,0,0,8639.885484450533,TN
Nový,[Context Not Available],gold_doc_0305,0,0,8632.040010539182,TN
korun,[Context Not Available],gold_doc_0453,0,0,8597.931345685334,TN
korun,[Context Not Available],gold_doc_0384,0,0,8514.279680017251,TN
dotací,[Context Not Available],gold_doc_0317,0,0,8494.708038605771,TN
prodloužilo,[Context Not Available],gold_doc_0216,0,0,8443.199079795817,TN
vzrostla,[Context Not Available],gold_doc_0353,0,0,8433.775332355634,TN
zakázku,[Context Not Available],gold_doc_0073,0,0,8415.889608011763,TN
také,[Context Not Available],gold_doc_0378,0,0,8381.180297029747,TN
šarže,[Context Not Available],gold_doc_0080,1,0,8379.384991402885,FN
výstavby,[Context Not Available],gold_doc_0003,0,0,8278.002054995726,TN
energií,[Context Not Available],gold_doc_0088,0,0,8248.768127571588,TN
zemi,[Context Not Available],gold_doc_0327,0,0,8123.607254204961,TN
projektu,[Context Not Available],gold_doc_0427,0,0,8119.524580927319,TN
keramika,[Context Not Available],gold_doc_0378,0,0,8014.321095461708,TN
také,[Context Not Available],gold_doc_0287,0,0,7924.249278425469,TN
Cena,[Context Not Available],gold_doc_0455,0,0,7868.021014024639,TN
zproštěn,[Context Not Available],gold_doc_0405,0,0,7850.58443768183,TN
týká,[Context Not Available],gold_doc_0122,0,0,7776.111224236796,TN
firem,[Context Not Available],gold_doc_0334,0,0,7732.928859656775,TN
přišlo,[Context Not Available],gold_doc_0240,0,0,7726.971316478009,TN
cen,[Context Not Available],gold_doc_0011,0,0,7673.026737228498,TN
tun,[Context Not Available],gold_doc_0389,0,0,7673.025591553245,TN
Hlídky,[Context Not Available],gold_doc_0517,0,0,7651.770503832881,TN
testovala,[Context Not Available],gold_doc_0192,0,0,7582.586776518408,TN
výstavby,[Context Not Available],gold_doc_0205,0,0,7552.445774938305,TN
země,[Context Not Available],gold_doc_0031,0,0,7500.831774344038,TN
firma,[Context Not Available],gold_doc_0056,0,0,7490.585765561759,TN
obyvatelé,[Context Not Available],gold_doc_0464,0,0,7464.331632928531,TN
činí,[Context Not Available],gold_doc_0210,0,0,7415.704343040682,TN
domů,[Context Not Available],gold_doc_0378,0,0,7408.5854429176425,TN
pravidel,[Context Not Available],gold_doc_0283,0,0,7384.482461438957,TN
oblasti,[Context Not Available],gold_doc_0305,0,0,7370.719274712223,TN
nových,[Context Not Available],gold_doc_0205,0,0,7350.628906468332,TN
zakázky,[Context Not Available],gold_doc_0384,0,0,7298.674499525045,TN
milionů,[Context Not Available],gold_doc_0165,0,0,7265.049104439981,TN
kolejí,[Context Not Available],gold_doc_0246,0,0,7258.68652920595,TN
týká,[Context Not Available],gold_doc_0205,0,0,7237.543740109753,TN
nových,[Context Not Available],gold_doc_0003,0,0,7138.53554001126,TN
voličů,[Context Not Available],gold_doc_0240,0,0,7034.238619245463,TN
dní,[Context Not Available],gold_doc_0216,0,0,7025.198591012741,TN
nových,[Context Not Available],gold_doc_0165,0,0,6965.054870662286,TN
akce,[Context Not Available],gold_doc_0357,0,0,6935.664056527297,TN
zahrnuje,[Context Not Available],gold_doc_0246,0,0,6887.452099821337,TN
Aktuální,[Context Not Available],gold_doc_0044,0,0,6801.154506476338,TN
klesl,[Context Not Available],gold_doc_0389,0,0,6797.1249396326275,TN
pravidel,[Context Not Available],gold_doc_0056,0,0,6788.202495604259,TN
členů,[Context Not Available],gold_doc_0375,0,0,6764.334665874529,TN
začne,[Context Not Available],gold_doc_0201,0,0,6721.62397755645,TN
příští,[Context Not Available],gold_doc_0375,0,0,6712.849248376748,TN
vozidlo,[Context Not Available],gold_doc_0385,0,0,6687.306985466742,TN
korun,[Context Not Available],gold_doc_0165,0,0,6662.839112042309,TN
oblasti,[Context Not Available],gold_doc_0121,0,0,6439.227295617958,TN
miliard,[Context Not Available],gold_doc_0384,0,0,6433.7555037635875,TN
posledním,[Context Not Available],gold_doc_0353,0,0,6422.723692382889,TN
oprávněných,[Context Not Available],gold_doc_0240,0,0,6421.70738377908,TN
korun,[Context Not Available],gold_doc_0455,0,0,6245.919678563994,TN
pravidlo,[Context Not Available],gold_doc_0388,0,0,6211.382747943271,TN
Volit,[Context Not Available],gold_doc_0240,0,0,6207.191058947244,TN
predátorem,[Context Not Available],gold_doc_0305,0,0,6174.07330496187,TN
také,[Context Not Available],gold_doc_0385,0,0,6026.664144286625,TN
nové,[Context Not Available],gold_doc_0385,0,0,5978.67477542888,TN
procenta,[Context Not Available],gold_doc_0215,0,0,5911.76012389759,TN
zakázky,[Context Not Available],gold_doc_0455,0,0,5896.062243443931,TN
úlovek,[Context Not Available],gold_doc_0389,0,0,5656.279925123735,TN
loňském,[Context Not Available],gold_doc_0389,0,0,5601.9742547538635,TN
dokumentů,[Context Not Available],gold_doc_0370,0,0,5590.936953711294,TN
doby,[Context Not Available],gold_doc_0295,0,0,5582.334704225057,TN
procent,[Context Not Available],gold_doc_0353,0,0,5567.1955633204,TN
klesla,[Context Not Available],gold_doc_0215,0,0,5544.578230566942,TN
Plán,[Context Not Available],gold_doc_0246,0,0,5538.382501083866,TN
Obžalovaný,[Context Not Available],gold_doc_0405,0,0,5474.069505651567,TN
zahrnují,[Context Not Available],gold_doc_0361,0,0,5220.847863290466,TN
rady,[Context Not Available],gold_doc_0375,0,0,5215.934925332217,TN
roce,[Context Not Available],gold_doc_0389,0,0,5206.729995232175,TN
inteligenci,[Context Not Available],gold_doc_0281,0,0,5168.228082107697,TN
čtvrtletí,[Context Not Available],gold_doc_0353,0,0,5152.597629983058,TN
textů,[Context Not Available],gold_doc_0370,0,0,5067.477606756346,TN
zúčastnilo,[Context Not Available],gold_doc_0357,0,0,4942.34035972387,TN
stran,[Context Not Available],gold_doc_0370,0,0,4831.876150443997,TN
bytů,[Context Not Available],gold_doc_0003,0,0,4821.436340174431,TN
digitalizace,[Context Not Available],gold_doc_0370,0,0,4808.488402683253,TN
jihu,[Context Not Available],gold_doc_0031,0,0,4742.3318630562135,TN
část,[Context Not Available],gold_doc_0281,0,0,4694.840615219689,TN
kilometrů,[Context Not Available],gold_doc_0246,0,0,4657.821815145038,TN
autorů,[Context Not Available],gold_doc_0295,0,0,4477.9035606377165,TN
týden,[Context Not Available],gold_doc_0375,0,0,4400.837605451376,TN
zákonů,[Context Not Available],gold_doc_0281,0,0,4379.828374050359,TN
gotiky,[Context Not Available],gold_doc_0378,0,0,4201.202300453388,TN
sídle,[Context Not Available],gold_doc_0291,0,0,4189.435039650182,TN
modernizaci,[Context Not Available],gold_doc_0246,0,0,4069.1124271509284,TN
Evropská,[Context Not Available],gold_doc_0281,0,0,4042.878440223442,TN
českých,[Context Not Available],gold_doc_0295,0,0,4006.096570876292,TN
spotřebitele,[Context Not Available],gold_doc_0353,0,0,3972.49893407964,TN
historických,[Context Not Available],gold_doc_0370,0,0,3950.2125172049273,TN
techniku,[Context Not Available],gold_doc_0384,0,0,3924.858561927012,TN
cena,[Context Not Available],gold_doc_0353,0,0,3895.1874609639426,TN
stovky,[Context Not Available],gold_doc_0361,0,0,3829.852566475086,TN
celkem,[Context Not Available],gold_doc_0371,0,0,3827.9146730849534,TN
začátku,[Context Not Available],gold_doc_0388,0,0,3622.2781912294035,TN
uvolnění,[Context Not Available],gold_doc_0388,0,0,3603.1289893678563,TN
procenta,[Context Not Available],gold_doc_0240,0,0,3474.8948909680043,TN
umělé,[Context Not Available],gold_doc_0281,0,0,3434.218287765094,TN
pozastavit,[Context Not Available],gold_doc_0281,0,0,3431.3729206339863,TN
Stánky,[Context Not Available],gold_doc_0507,0,0,3363.1720245643614,TN
navrhuje,[Context Not Available],gold_doc_0281,0,0,3344.587404101424,TN
tresky,[Context Not Available],gold_doc_0389,0,0,3315.793203811914,TN
majetku,[Context Not Available],gold_doc_0180,0,0,3292.9510929491894,TN
sezóny,[Context Not Available],gold_doc_0388,0,0,3290.8051071451478,TN
měření,[Context Not Available],gold_doc_0361,0,0,3206.019336951183,TN
novému,[Context Not Available],gold_doc_0168,0,0,3194.2738437852026,TN
přelomových,[Context Not Available],gold_doc_0281,0,0,3033.52587401429,TN
zejména,[Context Not Available],gold_doc_0517,0,0,2993.888118543482,TN
bankovní,[Context Not Available],gold_doc_0375,0,0,2988.7966412214073,TN
předních,[Context Not Available],gold_doc_0295,0,0,2959.042718589795,TN
tání,[Context Not Available],gold_doc_0361,0,0,2933.316685968946,TN
zásahové,[Context Not Available],gold_doc_0385,0,0,2908.0904356584583,TN
firmy,[Context Not Available],gold_doc_0180,0,0,2648.9174744093016,TN
komise,[Context Not Available],gold_doc_0281,0,0,2606.931267469139,TN
kmenu,[Context Not Available],gold_doc_0168,0,0,2574.7697606207735,TN
zakázaném,[Context Not Available],gold_doc_0388,0,0,2564.285096763765,TN
světa,[Context Not Available],gold_doc_0371,0,0,2556.5474986484946,TN
ministerstva,[Context Not Available],gold_doc_0291,0,0,2458.6370659078275,TN
traktorů,[Context Not Available],gold_doc_0357,0,0,2415.312995943739,TN
posíleny,[Context Not Available],gold_doc_0517,0,0,2380.508046382171,TN
zemědělských,[Context Not Available],gold_doc_0357,0,0,2364.2396406507432,TN
otevřou,[Context Not Available],gold_doc_0507,0,0,2275.8141308439967,TN
přibližně,[Context Not Available],gold_doc_0357,0,0,2193.4539763082844,TN
strojů,[Context Not Available],gold_doc_0357,0,0,2162.79032378309,TN
zemí,[Context Not Available],gold_doc_0371,0,0,2147.294051468284,TN
Výstava,[Context Not Available],gold_doc_0295,0,0,2097.498605483603,TN
odborníků,[Context Not Available],gold_doc_0371,0,0,1998.2431588327618,TN
Škoda,[Context Not Available],gold_doc_0180,0,0,1941.144446919834,TN
zahrnuje,[Context Not Available],gold_doc_0295,0,0,1892.270805252325,TN
exponátů,[Context Not Available],gold_doc_0295,0,0,1868.2842563524557,TN
víkend,[Context Not Available],gold_doc_0507,0,0,1772.01082166433,TN
uzavřelo,[Context Not Available],gold_doc_0242,0,0,1744.9324685581835,TN
hektarů,[Context Not Available],gold_doc_0242,0,0,1710.4592104281007,TN
specialistů,[Context Not Available],gold_doc_0371,0,0,1636.4801243582622,TN
Město,[Context Not Available],gold_doc_0242,0,0,1635.50035253857,TN
také,[Context Not Available],gold_doc_0168,0,0,1635.1094050326526,TN
rozloze,[Context Not Available],gold_doc_0242,0,0,1580.1888156918874,TN
koronavirovému,[Context Not Available],gold_doc_0168,0,0,1529.6738948167795,TN
díla,[Context Not Available],gold_doc_0295,0,0,1487.248931002183,TN
investiční,[Context Not Available],gold_doc_0242,0,0,1479.576669082914,TN
ledovců,[Context Not Available],gold_doc_0361,0,0,1438.5982262327545,TN
už,[Context Not Available],gold_doc_0507,0,0,1377.2089319371141,TN
spolupráci,[Context Not Available],gold_doc_0242,0,0,1336.4952106409914,TN
chřipce,[Context Not Available],gold_doc_0168,0,0,1278.5698912794696,TN
Státní,[Context Not Available],gold_doc_0242,0,0,1232.716095721744,TN
rozvojovou,[Context Not Available],gold_doc_0242,0,0,1215.4662895671588,TN
společností,[Context Not Available],gold_doc_0242,0,0,1197.0709531981897,TN
vakcín,[Context Not Available],gold_doc_0168,0,0,1096.7300880844948,TN
plánování,[Context Not Available],gold_doc_0242,0,0,1094.6055501341368,TN
podepsána,[Context Not Available],gold_doc_0291,0,0,1078.0228869453103,TN
korun,[Context Not Available],gold_doc_0180,0,0,1075.6655180365892,TN
týká,[Context Not Available],gold_doc_0168,0,0,1038.5881713110427,TN
Schválení,[Context Not Available],gold_doc_0168,0,0,1033.9124463617982,TN
parku,[Context Not Available],gold_doc_0242,0,0,1030.7936276320202,TN
vyčíslena,[Context Not Available],gold_doc_0180,0,0,974.1040282899778,TN
milionů,[Context Not Available],gold_doc_0180,0,0,952.8592018653388,TN
korun,[Context Not Available],gold_doc_0291,0,0,921.5449969731474,TN
průmyslového,[Context Not Available],gold_doc_0242,0,0,903.1718495633986,TN
Smlouva,[Context Not Available],gold_doc_0291,0,0,898.0408185137853,TN
miliard,[Context Not Available],gold_doc_0291,0,0,872.3659072749726,TN
Hlavní,[Context Not Available],gold_doc_0169,0,0,854.3266632120664,TN
Nemocnost,[Context Not Available],gold_doc_0159,0,0,854.1099866840942,TN
obchodního,[Context Not Available],gold_doc_0155,0,0,850.3688125671837,TN
obyvatel,[Context Not Available],gold_doc_0159,0,0,850.1842365635064,TN
úroveň,[Context Not Available],gold_doc_0169,0,0,847.9000270598909,TN
procentního,[Context Not Available],gold_doc_0169,0,0,846.9336934923293,TN
případů,[Context Not Available],gold_doc_0159,0,0,845.8537025323388,TN
cest,[Context Not Available],gold_doc_0264,0,0,843.7649420331569,TN
dne,[Context Not Available],gold_doc_0155,0,0,842.0716973497391,TN
hradě,[Context Not Available],gold_doc_0195,0,0,841.6490028155434,TN
procenta,[Context Not Available],gold_doc_0169,0,0,840.3949948581005,TN
populaci,[Context Not Available],gold_doc_0159,0,0,838.0259262482915,TN
cenných,[Context Not Available],gold_doc_0155,0,0,837.8420880223484,TN
sto,[Context Not Available],gold_doc_0159,0,0,834.3463902516941,TN
papírů,[Context Not Available],gold_doc_0155,0,0,832.878782969796,TN
sazba,[Context Not Available],gold_doc_0169,0,0,825.582483528613,TN
Pražském,[Context Not Available],gold_doc_0195,0,0,824.9038666095516,TN
bodu,[Context Not Available],gold_doc_0169,0,0,821.8302291954647,TN
banky,[Context Not Available],gold_doc_0155,0,0,819.0961443392666,TN
turistických,[Context Not Available],gold_doc_0264,0,0,818.7186721432433,TN
obnovu,[Context Not Available],gold_doc_0264,0,0,817.9772715639943,TN
vyčleněno,[Context Not Available],gold_doc_0264,0,0,815.357014159808,TN
stezek,[Context Not Available],gold_doc_0264,0,0,813.9870795922455,TN
oprav,[Context Not Available],gold_doc_0195,0,0,813.8415527601022,TN
Hodnota,[Context Not Available],gold_doc_0155,0,0,812.7298770845335,TN
úrovně,[Context Not Available],gold_doc_0159,0,0,809.8043213627175,TN
dosáhla,[Context Not Available],gold_doc_0159,0,0,795.281333696493,TN
procenta,[Context Not Available],gold_doc_0155,0,0,789.0331658915727,TN
předběžně,[Context Not Available],gold_doc_0180,0,0,787.2799349208748,TN
úroková,[Context Not Available],gold_doc_0169,0,0,770.3682967582125,TN
První,[Context Not Available],gold_doc_0195,0,0,768.4065126324373,TN
korun,[Context Not Available],gold_doc_0264,0,0,764.8818990807238,TN
zvýšena,[Context Not Available],gold_doc_0169,0,0,762.731445395387,TN
etapa,[Context Not Available],gold_doc_0195,0,0,757.4167071746222,TN
poklesla,[Context Not Available],gold_doc_0155,0,0,748.9360239321094,TN
milionů,[Context Not Available],gold_doc_0264,0,0,729.4497953125772,TN
celkové,[Context Not Available],gold_doc_0291,0,0,723.0310479866631,TN
zahrnuje,[Context Not Available],gold_doc_0195,0,0,710.5579505940335,TN
fasádu,[Context Not Available],gold_doc_0195,0,0,690.7642415275278,TN
svatého,[Context Not Available],gold_doc_0195,0,0,651.7132754316051,TN
hodnotě,[Context Not Available],gold_doc_0291,0,0,650.2392991424933,TN
katedrály,[Context Not Available],gold_doc_0195,0,0,629.46989854107,TN
